                                                                                                                                                                                                                                                                
                        1
               freq_units
CYC_PER_DAY              
                        1                         2                         3                         4                         5                         6                         7                         8                         9
                   E_norm                    M_star                    R_star                  Re(freq)                  Im(freq)                         l                      n_pg                 Re(omega)                 Im(omega)
  0.7454301713836329E-006   0.6959434547443176E+034   0.1862983873617408E+012   0.2521761861332505E+000   0.0000000000000000E+000                         1                       -56   0.6842172235049981E-001   0.0000000000000000E+000
  0.7589518461528397E-006   0.6959434547443176E+034   0.1862983873617408E+012   0.2561095596729879E+000   0.0000000000000000E+000                         1                       -55   0.6948894521703371E-001   0.0000000000000000E+000
  0.8283206306516216E-006   0.6959434547443176E+034   0.1862983873617408E+012   0.2607364707353817E+000   0.0000000000000000E+000                         1                       -54   0.7074434220318801E-001   0.0000000000000000E+000
  0.9557224506104809E-006   0.6959434547443176E+034   0.1862983873617408E+012   0.2658125788130082E+000   0.0000000000000000E+000                         1                       -53   0.7212161760271749E-001   0.0000000000000000E+000
  0.1119403159088175E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.2711908826443581E+000   0.0000000000000000E+000                         1                       -52   0.7358088628747268E-001   0.0000000000000000E+000
  0.1317830142196649E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.2768149558784337E+000   0.0000000000000000E+000                         1                       -51   0.7510683837359655E-001   0.0000000000000000E+000
  0.1557726036825932E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.2826487108663776E+000   0.0000000000000000E+000                         1                       -50   0.7668968237709428E-001   0.0000000000000000E+000
  0.1860190115854700E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.2886330080900431E+000   0.0000000000000000E+000                         1                       -49   0.7831337226383144E-001   0.0000000000000000E+000
  0.2275032716234105E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.2946215811185758E+000   0.0000000000000000E+000                         1                       -48   0.7993822228364038E-001   0.0000000000000000E+000
